Truly Guiding People Up to High Levels,Chân chính đưa con người lên cao tầng
"Master: The old forces also arranged it that some Dafa disciples would enter Dafa during the persecution. They think that if someone enters while the persecution is so severe, his mighty virtue shoots right up. But there are also some people who are part of the next group to reach Consummation and who aren’t included in this, so right now it’s hard to say exactly who is in which situation. No matter what, though, to have obtained Dafa is the most fortunate of the most fortunate things, so you have to make good use of this period of time, bring yourself to truly cultivate and truly obtain the Fa, and ascend in cultivation. Not everybody can obtain the Fa, and not everybody can enter, because this is the Great Fa of the cosmos. Back when I was teaching Dafa, why were the old forces dead set on limiting the number of people who would obtain the Fa during the first round to 100 million? Even these 100 million people are the result of my insistence. At the time, the number they limited it to was 70 million, while I wanted 200 million people. They knew that if 200 million people were to obtain the Fa during the first round they wouldn’t be able to make this evil so-called “test” happen, so they were dead set on limiting it to 100 million. A large group of these people had just obtained the Fa when they couldn’t wait anymore to begin the so-called tribulation. That was unfair to those people. Those of you who obtained the Fa recently, I haven’t told you which category you belong to. You shouldn’t think about this, either. Just do what you’re supposed to do.","Sư phụ: Cựu thế lực cũng an bài đệ tử Đại Pháp tiến [nhập môn] Đại Pháp trong thời bức hại. Họ cho rằng ngay trong tình huống bị bức hại nghiêm trọng đến thế mà đến [với Đại Pháp], [thì] uy đức lập tức lên ngay. Tuy nhiên, một số [trong đó] thuộc về viên mãn vào đợt sau, không ở trong phạm vi này; do vậy bây giờ không thể giảng rõ là ai thuộc vào tình huống nào. Dẫu là thế nào đi nữa, đắc Đại Pháp đã là điều may mắn nhất trong những may mắn rồi, nên nhất định phải lợi dụng thật tốt thời gian này, để bản thân mình có thể thật sự tu luyện đắc Pháp, tu lên trên. Không phải cá nhân nào cũng đắc Pháp, cũng không phải cá nhân nào cũng có thể đến đây, bởi vì đây là Đại Pháp của vũ trụ. Trong những năm truyền Pháp, tại sao cựu thế lực đặt chết cứng con số những người đắc Pháp lần thứ nhất là 100 triệu? Số 100 triệu ấy là đã có tôi đòi hỏi [thêm]. Lúc ấy họ hạn định con số là 70 triệu, tôi lúc ấy yêu cầu 200 triệu người. Họ biết rằng đắc Pháp lần thứ nhất nếu là 200 triệu người, thì cái gọi là khảo nghiệm tà ác kia sẽ không thành, do đó họ hạn chế chết cứng ở con số 100 triệu. Trong đó có một lô lớn những người vừa mới đắc Pháp, họ {cựu thế lực} đã vội vã không đợi nữa mà bắt đầu cái gọi là ma nạn này. Đối với những [học viên] ấy mà xét thì là bất công. Tôi chưa hề nói rằng những học viên đắc Pháp vào lúc gần đây là thuộc loại nào. Chư vị đừng suy nghĩ về việc ấy, hãy làm những gì chư vị cần làm."
"Student: Hello, Master. I’d like to ask a question, namely, in one of your new articles you talk about “renewing the three domains.” Your disciple doesn’t understand it. Would Master please explain.","Hỏi: Kính chào Sư phụ. Con muốn hỏi một câu hỏi, ấy là trong kinh văn mới Ngài có nói về “tân tam tài”, đệ tử không hiểu; xin Sư phụ chỉ rõ."
"Master: Actually, people your age should know. Those who were educated by private tutoring in the past or who went to school before 1950 all studied the Three Character Classic6 in their schooling. In the Three Character Classic, and in Chinese culture, there has always been the concept of the three domains. It’s also mentioned in Daoist thought a lot. The “three domains” actually refers to the Heavens, Earth, and Man. “Renewing the three domains” refers to [ushering in] the New Heavens, the New Earth, and the New Man.","Sư phụ: Thực ra những ai có tuổi trong chư vị lẽ ra đều biết [điều này]. Trước đây [ai] đã từng học qua [trường] tư thục, hoặc đã từng đi học trước 1950; [thời ấy] tại các trường đều học ‘Tam tự kinh’. Trong ‘Tam tự kinh’ có [điều ấy]; tại văn hoá Trung Quốc trước sau vẫn có thuyết về ‘tam tài’, trong văn hoá Đạo gia cũng thường đề cập đến. Thực ra “tam tài” tức là nói về ‘thiên’ ‘địa’ ‘nhân’. “Tân tam tài” {tam tài mới} chính là tân thiên, tân địa, tân nhân."
"Student: Hello, Master. I’d like to ask a question. Confucian thinking runs through each of China’s dynasties. So I’d like to ask what the relationship is between Confucian thinking and the spreading of Dafa in China.","Hỏi: Kính chào Sư phụ. Con muốn hỏi một câu hỏi. Tư tưởng Nho gia xuyên suốt các triều đại Trung Quốc trong lịch sử, như vậy, con muốn hỏi một chút là tư tưởng Nho gia có quan hệ gì với hồng truyền Đại Pháp tại Trung Quốc?"
"Master: Confucianism, as I just talked about, was merely laying a foundation for man’s thinking—that’s all. It has allowed people to know what the golden mean is and the specific things that human beings should believe in and follow, such as benevolence, yi, propriety, learning, and trustworthiness, and that’s pretty much the extent of it. The culture in each of mankind’s periods was laying a foundation for the thinking that humans should have when they obtain the Fa, allowing them, in the end, to comprehend the Fa and understand the Fa when they obtain the Fa.","Sư phụ: Nho gia, như tôi vừa giảng rồi, chỉ bất quá đặt định một [hệ] tư tưởng cho người ta mà thôi, để người ta hiểu thế nào là ‘trung dung’, cũng như những thứ mà người ta nên tuân theo như ‘nhân lễ nghĩa trí tín’, chỉ có vậy thôi. Văn hoá của các thời đại nhân loại đều là để đặt định những tư tưởng mà người ta lúc đắc Pháp cần có, cuối cùng có thể hiểu được Pháp khi đắc Pháp, có thể nghe hiểu rõ Pháp."
Student: Nowadays we’re doing a lot of Dafa work and our time is very tight. I find it hard to guarantee two hours of exercise each day. I wonder if it’s alright to exercise less?,"Hỏi: Hiện nay chúng con thực hiện rất nhiều công tác Đại Pháp, thời gian vô cùng eo hẹp. Mỗi ngày bản thân con thấy rằng khó đảm bảo được hai giờ luyện công; con không biết luyện công ít đi có được không?"
"Master: Dafa disciples, Master has said that you’ve been working hard—you have truly been working hard. I don’t have the heart to specifically tell you anymore to do something. I know that many people are taking the initiative to shoulder a lot of things, are even sleeping little every day, and they also have to go to work—it really is hard. But no matter how hard it is, I think you should still find time to study the Fa and do the exercises. I think that a cultivator can’t go without doing the exercises. Although doing the exercises is only supplemental to your improvement, it, too, is part of the Fa, and it’s connected to all the changes in your body. Of course, if you have too many things to do and you’re too busy, and you exercise less, or you don’t exercise at all for a few days, it’s alright to make it up later on. If you’re truly very busy and you truly have very little time to do the exercises, Master has ways to do that for you, too. But I would think that your being a little busy and your enduring a little hardship is your Dafa disciple’s mighty virtue. In the future when you look back, you’ll find it remarkable!","Sư phụ: Các đệ tử Đại Pháp, Sư phụ nói rằng chư vị quả là khổ lắm, thật sự khổ lắm lắm. Sư phụ hoàn toàn không nhẫn tâm lại nói chư vị cụ thể cần phải làm những gì nữa. Tôi đã biết nhiều rất nhiều vị đã chủ động gánh vác thực thi rất nhiều công việc, thậm chí mỗi ngày ngủ rất ít, mà lại còn đi làm công tác; thật sự rất khó khăn. Tuy nhiên, bất quản khó khăn đến mấy, tôi nghĩ rằng vẫn tranh thủ hết mức thời gian học Pháp và luyện công. Tôi thiết nghĩ người tu luyện không thể không luyện công. Luyện công tuy là điều phụ trợ cho nâng cao, nhưng cũng là một bộ phận của Pháp, nó còn xuyên suốt sự biến hoá của thân thể chư vị. Tất nhiên [khi] sự việc nhiều quá bận quá, thì thời gian luyện công ít đi, hoặc vài hôm không luyện, qua một giai đoạn thời gian rồi bù lại thì cũng khả dĩ. Còn nếu như thật sự quá bận rộn thời gian luyện công thực sự là rất ít, thì Sư phụ cũng có cách làm [giúp] chư vị. Tuy nhiên tôi nhìn nhận chung rằng chư vị bận một chút, khổ một chút, thì đó là uy đức của chư vị vốn là đệ tử Đại Pháp, tương lai quay đầu nhìn lại thì thấy thật là xuất sắc vậy!"
Student: How were the highest beings in the cosmos created?,Vấn: Sinh mệnh tối cao của vũ trụ được sáng tạo như thế nào?
"Master: In the future I’ll teach you the highest Fa. I’ll talk about how the cosmos came into being, and this question will then be discussed. It’s still a bit early now to talk about it.","Sư phụ: Tương lai tôi sẽ giảng cho chư vị Pháp tối cao. Tôi sẽ đàm luận về vũ trụ hình thành ra sao, sẽ đàm luận về chính vấn đề ấy. Hiện nay nói về nó còn hơi sớm."
"Student: When I studied the Fa, I read about how the people in the heavens go through transmigration every five hundred years and those on Earth go through transmigration every one hundred years. What’s this about?","Hỏi: Trong khi học Pháp, [con] đọc đến chỗ người trên thiên thượng luân hồi 500 năm và người trên mặt đất luân hồi 100 năm, vậy là như thế nào?"
"Master: The Three Realms is the lowest realm in the cosmos. The Three Realms is divided into three major levels, so it’s called the Three Realms. Within each level there are three levels of great heavens, so there are a total of nine levels of heavens. And these nine levels of heavens are divided into many smaller heavens, so some people call them the thirty-three levels of heavens, but actually there are more. All beings in this scope go through transmigration, whereas beings outside of the Three Realms don’t. The beings in the Three Realms have a relatively short lifespan in each life: the people on Earth only live for several decades; the beings at one level higher can live for one to two hundred years; the ones at one more level higher can live for two to three hundred years; the ones at another level higher can live for three to four hundred years; and those at the highest level can live for around a thousand years. But no matter how many years it is, they eventually have to drop down and go through transmigration again. Once a being goes beyond the Three Realms he no longer goes through transmigration.","Sư phụ: tam giới này là cảnh giới thấp nhất trong vũ trụ. Trong tam giới phân thành ba tầng lớn, nên mới gọi là ‘tam giới’. Trong mỗi tầng lại có ba tầng thiên lớn, vậy nên cộng lại có chín tầng thiên. Ngoài ra trong mỗi tầng thiên lại phân thành rất nhiều tầng tiểu thiên, do vậy còn gọi là 33 tầng thiên; thực ra có nhiều hơn. Nội trong phạm vi ấy, tất cả các chúng sinh đều đang luân hồi; còn các sinh mệnh bên ngoài tam giới không hề nhập luân hồi. Sinh mệnh trong tam giới tại mỗi đời có thời gian sống rất ngắn; thế nhân trên mặt đất chỉ sống mấy chục năm, lên một tầng cao hơn có thể sống một hai trăm năm, một tầng cao hơn nữa [có thể] sống hai ba trăm năm, một tầng cao hơn nữa [có thể] sống ba bốn trăm năm, tại tầng cao nhất có thể sống trên nghìn năm. Tuy vậy, bất kể sống bao nhiêu năm, cuối cùng họ đều luân hồi trở lại; xuất ra ngoài tam giới sẽ không luân hồi trở lại nữa."
"Student: When there are revisions to Dafa books, which version should we go by?7","Hỏi: Sách Đại Pháp, đã qua chỉnh sửa rồi thì lấy cái nào làm chuẩn?"
"Master: When we find incorrect words it’s necessary to make revisions. With Master here, the Fa cannot be sabotaged. For the Chinese books, go by what was recently published in Taiwan.","Sư phụ: Khi phát hiện ra chữ sai, thì chỉnh sửa là điều tất yếu. Khi Sư phụ có mặt, thì không loạn Pháp. Về [bản] Trung văn, hãy lấy bản xuất bản gần đây nhất làm chuẩn."
"Student: I think the current school system is deviating more and more from Zhen, Shan, Ren. It’s as if they’re teaching children to be robots, indulging them, not teaching them the principles and ideas of how to conduct oneself, not stressing virtue, and they don’t teach goodness (shan) or forbearance (ren). So I don’t want to send my child to school. I want to keep him at home and teach him myself. Am I being too extreme? I hope that in the future there will be Dafa schools.","Hỏi: Con thấy rằng hệ thống trường học hiện nay càng ngày càng xa rời Chân Thiện Nhẫn, họ cứ như thể đang biến trẻ em thành những người máy, buông lung không dạy [đạo] lý làm người, không [coi] trọng đức, không có Thiện, không có Nhẫn. Do vậy con không muốn đưa trẻ đến trường, con muốn lưu tại nhà tự mình dạy dỗ. Con như thế có phải là chấp [trước] sai quá không? Con mong rằng sau này sẽ có trường Đại Pháp."
"Master: At present, when I teach the Fa I also incorporate today’s science, since mankind is already how it is. Although nowadays the education given in schools can’t teach children to be good and it indulges children’s thinking, the knowledge that’s available can still help them in understanding the Fa later on. Of course, it’s better to have schools run by Dafa disciples, but until we have them I think it’s better to let him acquire some knowledge. And then when he comes home you can read Zhuan Falun to him and teach him how to conduct himself. This is all you can do at present. The transition period will be short.","Sư phụ: Pháp mà tôi giảng hiện nay cũng có kết hợp với khoa học hiện tại mà giảng; nhân loại đã trở nên như thế rồi. Tuy rằng trong giáo dục các trường học hiện nay không thể làm cho trẻ em hướng Thiện, buông lung tư tưởng của trẻ, nhưng tri thức hiện hữu cũng vẫn có tác dụng cho việc nhận thức Pháp của chúng trong tương lai. Tất nhiên có trường học do đệ tử Đại Pháp mở thì tốt quá; nhưng trước khi có; tôi nghĩ rằng để cho con trẻ học những tri thức ấy cũng tốt. Khi về nhà, bản thân mình để cho chúng đọc “Chuyển Pháp Luân”, lại dạy dỗ chúng làm người thế nào; hiện nay chỉ như thế, thời gian quá độ cũng rất ngắn."
Student: Why is it that there have been many revisions to the words in the new articles?,Hỏi: Về những kinh văn mới gần đây nhất vì sao cái nào cũng có chỉnh sửa?
"Master: I informed them over the phone of the six articles that were recently published; I dictated and had the Minghui Website transcribe them, so there were errors. Usually, after I tell Minghui to publish an article I don’t check it again, and only when some people notice something and ask me about it do I then take a look. This mainly happened because I was busy and didn’t have time to check.","Sư phụ: Sáu bài kinh văn gần đây nhất, tôi đều dùng điện thoại thông tri, dùng lời nói để bảo Minh Huệ Net ghi chép lại, do vậy có chỗ sai sót. Tại những tình huống thông thường, sau khi tôi yêu cầu Minh Huệ Net công bố thì tôi cũng không quản nữa, khi có người xem, rồi hỏi tôi thì tôi mới coi lại, nhất là bận quá không có thời gian xem xét mới tạo thành như thế."
Student: I’m from Korea. My understanding is that everyone is equal under Dafa. But many new students have cultural differences. Would you please talk a little bit about this.,Hỏi: Con từ Triều Tiên đến. Con cho rằng ở dưới Đại Pháp thì nên chăng ai ai cũng bình đẳng. Tuy nhiên rất nhiều học viên mới lại có khác biệt về văn hoá; xin Ngài giảng một chút về phương diện này.
"Master: Actually, when Zhuan Falun is translated into different languages it doesn’t affect your understanding of the Fa at the surface level. During the course of cultivation, in particular, the inner meaning of the Fa doesn’t manifest in the surface words. As you continually read the book you’ll find that you continually have new understandings of the Fa-principles, and you’ll see ever more Fa-principles. This is in fact the Fa bringing out your wisdom. So, your improvement isn’t affected. In Mainland China a lot of older people who were illiterate learned how to read through studying the Fa, and their improvement wasn’t affected, either.","Sư phụ: Thực ra cuốn “Chuyển Pháp Luân” sau khi phiên dịch thành các ngôn ngữ khác nhau, sẽ không có ảnh hưởng về mặt lý giải về Pháp. Đặc biệt là trong tu luyện, nội hàm của Pháp không thể hiện ở nơi bề mặt câu chữ. Chư vị không ngừng đọc sách, chư vị sẽ phát hiện rằng sẽ không ngừng có nhận thức mới về Pháp lý, sẽ thấy được nhiều Pháp lý hơn. Kỳ thực Pháp đang khai mở trí huệ của chư vị, vì thế không ảnh hưởng đến việc nâng cao lên trên. Tại Trung Quốc có rất nhiều người già không biết chữ, thông qua học Pháp đã biết chữ; hơn nữa, cũng không có ảnh hưởng đến việc nâng cao."
Student: Some new students have cultural barriers and are unable to understand the Fa.,Hỏi: Học viên mới có chướng ngại văn hoá không hiểu rõ Pháp.
"Master: New students can come to understand a little bit at a time. Don’t tell them things that are too high-level. Just talk about what’s on the surface, like how to improve your xinxing and how to get well and stay healthy. Over time they’ll come to their own realizations by reading the book more.","Sư phụ: Học viên mới lý giải từng chút một; chư vị cũng không được giảng cho họ cao quá. Chỉ giảng bề mặt là nâng cao tâm tính như thế nào, chữa bệnh khoẻ người ra sao. Tương lai sau một thời gian lâu, họ tự đọc được nhiều rồi, tự nhiên họ sẽ hiểu ra."
"Student: Many Westerners have come to learn the exercises from us, including people of different age groups. Can we make a set of exercise music tapes that are similar to the Fa-lecture tapes, in that they keep Master’s instructions but add English translation?","Hỏi: Có nhiều người phương Tây đến chỗ chúng con học công, gồm những người có tuổi tác đủ loại. Chúng con có thể chế ra một bộ băng thâu âm nhạc luyện công có khẩu lệnh của Sư phụ kèm phiên dịch Anh văn giống như băng thâu âm giảng Pháp được không?"
"Master: Yes, you may. But don’t translate the formulas.8 Formulas are what everyday people refer to as incantations. The sound and manifestation of each character has a corresponding effect in specific cosmic bodies. Once it’s translated the correct sounds and internal factors are lost.","Sư phụ: Có thể được; nhưng khẩu quyết không được phiên dịch. Khẩu quyết chính là ‘thần chú’ mà người thường vẫn gọi, âm của mỗi chữ đều có tác dụng liên hệ trong các thiên thể nhất định. Hễ phiên dịch thì liền mất đi chính âm và các nhân tố nội tại."
"Student: I want to ask about something. I think it’s a fairly common thing, namely, I think that many Dafa disciples feel quite good when they go out to spread the Fa and find it very easy to communicate with other people. But their tribulations at home seem to be pretty big. For example, some persons’ spouses don’t really understand them. Take my parents for example: they have a certain amount of social status in China, so they find themselves under a lot of pressure. I think that many Dafa disciples’ relatives in China think that Falun Gong is good, but they’re afraid that we might run into danger outside of China. But I think that these relatives of Dafa disciples have also endured some things. I’d like to know what will become of them when the Fa rectifies the human world?","Hỏi: Con muốn hỏi một chút, con thấy [đây] là một hiện tượng khá phổ biến, con thấy rằng rất nhiều đệ tử Đại Pháp đi ra hồng Pháp cảm giác thấy rất tốt, giao lưu cũng rất dễ dàng. Tuy nhiên tại gia đình thì quan [ải khảo nghiệm] dường như lại rất to lớn, chẳng hạn vợ hoặc chồng một số người rất không hiểu cho được. Ví dụ như cha mẹ của con, ở trong nước [Trung Quốc] cũng có địa vị nhất định [tại xã hội], và họ thấy áp lực rất lớn. Con cho rằng rất nhiều gia quyến của các đệ tử Đại Pháp ở trong nước đều nhận thấy rằng Pháp Luân Công là tốt, nhưng họ lại e sợ rằng chúng con ở bên ngoài có những nguy hiểm này khác. Con thấy rằng những gia quyến cũng đang phải chịu đựng một số việc, con không biết đến lúc Pháp Chính nhân gian họ sẽ được xếp vào đâu?"
"Master: This attachment has to be let go of. The Fa is evaluating the actions of all sentient beings at this time. If someone hasn’t done damage to the Fa then there’s no problem. But if someone has bad thoughts about Dafa, then from the perspective of saving all sentient beings, you should first explain things to your family members; you should try your best to explain things to them and help them get rid of those thoughts.","Sư phụ: Tâm [chấp trước] này phải bỏ. Pháp đang nhận định hết thảy các chúng sinh đang biểu hiện tại thời gian này. Nếu không phá hoại Pháp, thì không thành vấn đề; còn nếu mang theo tư tưởng bất hảo đối với Đại Pháp, thì chư vị phải đến giảng để cứu độ chúng sinh, trước hết là cần phải giảng rõ cho thân nhân quyến thuộc, cần gắng sức nói chuyện cho họ được rõ, giúp đỡ họ vứt bỏ những tư tưởng ấy."
Student: After this Fa conference there will be a performance and some everyday people will attend. Can we sing songs from the human society that are fairly righteous?,"Hỏi: Khi diễn xuất văn nghệ lúc kết thúc Pháp hội lần này, có một số người thường đến, xin hỏi có thể hát một số ca khúc tốt của xã hội người thường được không?"
"Master: Everyday people can come to listen to our performances—we’re saving all beings. They’re allowed to come listen to even our Fa conferences. The talks given by students during the Fa conferences are beneficial to them. So this isn’t a problem. As to whether everyday people’s songs can be sung in our Dafa’s grand halls, the answer is no. (Applause) Why not? If you’re participating in a performance in the ordinary society—that is, if it’s Dafa disciples participating in an everyday-people sort of performance—as long as the song isn’t in bad taste and it’s not at all political, then it doesn’t matter. But if it’s entirely our own Dafa concert, I think we should make it more pure and righteous. When it’s not organized by our Dafa it doesn’t matter. You must make a clear distinction. You asked if it’s okay when the song is righteous. Right now it’s hard for you to know whether the song’s composer has taken part in persecuting Dafa. How do you know he hasn’t written songs that persecute Dafa in China? You can’t judge this at present. If the composer is a Dafa disciple and the song itself isn’t in any way political, then it’s fine. But at present it’s hard to gauge these things.","Sư phụ: Biểu diễn văn nghệ của chúng ta có thể để người thường đến nghe; cứu độ chúng sinh mà. Pháp hội của chúng ta cũng cho phép họ đến nghe. Những bài nói của học viên trên Pháp hội cũng có chỗ tốt đối với họ, điều ấy không thành vấn đề. Còn như việc ca khúc của người thường hỏi có thể lên điện đường của Đại Pháp chúng ta mà hát hay không? Không thể được. (vỗ tay) Vì sao? Nếu như đó là diễn xuất của người thường và chư vị đến tham dự—đệ tử Đại Pháp tham dự biểu diễn của người thường—chỉ cần ca khúc không thấp kém, không có tính chính trị, thì không sao. Còn nếu như là hội âm nhạc chỉ của Đại Pháp chúng ta thôi, thì tôi nghĩ rằng nên làm sao cho thuần chính thì hơn. Nếu không phải của Đại Pháp chúng ta tổ chức thì không có sao. Nhất định cần phân biệt vấn đề này. Chư vị hỏi ca khúc rất chính thì có được không? Hiện nay chư vị rất khó biết được tác giả của ca khúc ấy đã từng bức hại Đại Pháp hay không, chư vị có biết được tác giả ấy tại Trung Quốc có từng viết ca khúc bức hại Đại Pháp hay không? Hiện nay chư vị không đánh giá được. Nếu như tác giả lại là đệ tử Đại Pháp và bản thân ca khúc cũng không mang tính chính trị thì cũng được. Tuy nhiên hiện nay rất khó xử lý cho tốt việc này."
"Student: If students in Mainland China go out to spread the Fa, they’ll surely be arrested. But if they don’t spread the Fa, they’re afraid that it will affect their levels in the course of Fa-rectification. How should disciples in Mainland China handle this?","Hỏi: Học viên tại Trung Quốc nếu bước ra hồng Pháp, chắc chắn sẽ bị bắt. Nếu như không hồng Pháp, thì lại sợ ảnh hưởng đến tầng trong quá trình Chính Pháp. Đệ tử tại Trung Quốc nên xử lý thế nào?"
"Master: Neither of these two kinds of thinking is right. If a person doesn’t go out to spread the Fa, he’s afraid that it will affect his level, he’s afraid that it will affect his improvement, and he’s afraid that it will affect his Consummation. He’s afraid of this, he’s afraid of that—instead of truly looking at things as a Dafa disciple. Dafa disciples absolutely should validate the Fa, and they should save sentient beings. It’s precisely because of these ordinary human attachments that problems are apt to occur—that’s why a lot of problems have occurred.","Sư phụ: Cả hai suy nghĩ ấy đều không đúng. Không bước ra hồng Pháp thì sợ ảnh hưởng đến tầng, sợ ảnh hưởng đến việc nâng cao, sợ ảnh hưởng viên mãn, sợ ảnh hưởng điều này, sợ ảnh hưởng điều khác, mà lại không thật sự đứng tại giác độ của đệ tử Đại Pháp mà xét vấn đề. Đệ tử Đại Pháp cần phải chứng thực Pháp, chính là cần phải cứu độ chúng sinh. Chính vì vẫn có tâm của người thường, nên mới dễ xuất hiện vấn đề, vì thế mới xuất hiện rất nhiều vấn đề."
"I’m fully aware of the situation in China—I’m perfectly aware. If a Dafa disciple doesn’t validate the Fa, I don’t think that’s right. I can’t put things too specifically. A lot of things are the old forces’ arrangements. What’s more, they arranged them in great detail, and the manifestations are extremely complex. The situation in Mainland China seems chaotic, when it’s actually very well-ordered.","Tôi hoàn toàn nắm rõ tình huống tại Trung Quốc, hết sức rõ ràng. Là đệ tử Đại Pháp thì tôi nghĩ rằng không nên không chứng thực Pháp. Tôi không thể nói cụ thể hơn nữa. Rất nhiều sự việc là do cựu thế lực an bài, hơn nữa an bài rất cụ thể, biểu hiện ra vô cùng phức tạp. Tình hình tại Trung Quốc xem ra rất [hỗn] loạn, nhưng trên thực tế có [trình] tự phi thường."
